0  0.000000  5222.394541  -662.511905  -8.164197
1  0.000000  5222.391221  -662.512064  -8.167676
2  0.000001  5222.387509  -662.512120  -8.171442
3  0.000002  5222.383815  -662.512175  -8.175191
4  0.000004  5222.380143  -662.512232  -8.178918
5  0.000006  5222.376491  -662.512288  -8.182624
6  0.000008  5222.372853  -662.512342  -8.186313
7  0.000011  5222.369231  -662.512396  -8.189986
8  0.000015  5222.365634  -662.512451  -8.193634
9  0.000018  5222.362062  -662.512507  -8.197260
10  0.000022  5222.358516  -662.512566  -8.200860
11  0.000027  5222.354988  -662.512625  -8.204443
12  0.000032  5222.351476  -662.512683  -8.208008
13  0.000037  5222.347978  -662.512740  -8.211557
14  0.000042  5222.344504  -662.512798  -8.215085
15  0.000048  5222.341048  -662.512857  -8.218593
16  0.000054  5222.337610  -662.512917  -8.222085
17  0.000061  5222.334192  -662.512977  -8.225557
18  0.000068  5222.330792  -662.513038  -8.229011
19  0.000075  5222.327407  -662.513097  -8.232448
20  0.000082  5222.324034  -662.513156  -8.235873
21  0.000090  5222.320675  -662.513214  -8.239282
22  0.000098  5222.317337  -662.513272  -8.242670
23  0.000106  5222.314020  -662.513331  -8.246038
24  0.000115  5222.310723  -662.513393  -8.249387
25  0.000124  5222.307445  -662.513454  -8.252718
26  0.000133  5222.304178  -662.513515  -8.256037
27  0.000142  5222.300921  -662.513574  -8.259343
28  0.000152  5222.297676  -662.513632  -8.262636
29  0.000162  5222.294444  -662.513689  -8.265916
30  0.000172  5222.291222  -662.513745  -8.269183
31  0.000182  5222.288019  -662.513802  -8.272434
32  0.000193  5222.284830  -662.513858  -8.275667
33  0.000203  5222.281655  -662.513914  -8.278888
34  0.000214  5222.278492  -662.513969  -8.282096
35  0.000226  5222.275341  -662.514023  -8.285288
36  0.000237  5222.272202  -662.514077  -8.288471
37  0.000249  5222.269078  -662.514132  -8.291638
38  0.000260  5222.265969  -662.514187  -8.294790
39  0.000272  5222.262878  -662.514243  -8.297925
40  0.000285  5222.259801  -662.514299  -8.301045
41  0.000297  5222.256738  -662.514353  -8.304151
42  0.000310  5222.253694  -662.514409  -8.307238
43  0.000322  5222.250663  -662.514465  -8.310313
44  0.000335  5222.247642  -662.514520  -8.313375
45  0.000349  5222.244638  -662.514576  -8.316421
46  0.000362  5222.241650  -662.514632  -8.319453
47  0.000375  5222.238674  -662.514689  -8.322473
48  0.000389  5222.235710  -662.514746  -8.325480
49  0.000403  5222.232757  -662.514802  -8.328474
50  0.000417  5222.229819  -662.514859  -8.331455
51  0.000431  5222.226890  -662.514914  -8.334426
52  0.000445  5222.223969  -662.514968  -8.337386
53  0.000459  5222.221059  -662.515020  -8.340335
54  0.000474  5222.218160  -662.515073  -8.343271
55  0.000489  5222.215276  -662.515126  -8.346193
56  0.000503  5222.212406  -662.515180  -8.349104
57  0.000518  5222.209550  -662.515235  -8.352000
58  0.000534  5222.206710  -662.515290  -8.354879
59  0.000549  5222.203875  -662.515343  -8.357752
60  0.000564  5222.201054  -662.515397  -8.360611
61  0.000580  5222.198247  -662.515452  -8.363457
62  0.000595  5222.195454  -662.515507  -8.366290
63  0.000611  5222.192665  -662.515560  -8.369116
64  0.000627  5222.189887  -662.515612  -8.371931
65  0.000643  5222.187118  -662.515664  -8.374736
66  0.000659  5222.184359  -662.515715  -8.377529
67  0.000675  5222.181613  -662.515766  -8.380310
68  0.000691  5222.178879  -662.515817  -8.383080
69  0.000708  5222.176155  -662.515868  -8.385837
70  0.000724  5222.173442  -662.515918  -8.388585
71  0.000741  5222.170743  -662.515970  -8.391318
72  0.000757  5222.168055  -662.516021  -8.394042
73  0.000774  5222.165386  -662.516074  -8.396747
74  0.000791  5222.162728  -662.516129  -8.399442
75  0.000808  5222.160083  -662.516183  -8.402125
76  0.000825  5222.157440  -662.516235  -8.404803
77  0.000842  5222.154800  -662.516284  -8.407475
78  0.000859  5222.152172  -662.516334  -8.410136
79  0.000877  5222.149548  -662.516381  -8.412788
80  0.000894  5222.146932  -662.516427  -8.415433
81  0.000912  5222.144330  -662.516475  -8.418066
82  0.000929  5222.141737  -662.516522  -8.420689
83  0.000947  5222.139154  -662.516568  -8.423299
84  0.000965  5222.136582  -662.516615  -8.425900
85  0.000982  5222.134022  -662.516662  -8.428491
86  0.001000  5222.131467  -662.516709  -8.431074
87  0.001018  5222.128931  -662.516758  -8.433642
88  0.001036  5222.126405  -662.516807  -8.436198
89  0.001054  5222.123888  -662.516856  -8.438746
90  0.001073  5222.121382  -662.516904  -8.441282
91  0.001091  5222.118891  -662.516954  -8.443804
92  0.001109  5222.116409  -662.517005  -8.446320
93  0.001127  5222.113940  -662.517056  -8.448822
94  0.001146  5222.111479  -662.517107  -8.451314
95  0.001164  5222.109026  -662.517157  -8.453800
96  0.001183  5222.106585  -662.517208  -8.456272
97  0.001201  5222.104157  -662.517260  -8.458734
98  0.001220  5222.101738  -662.517311  -8.461186
99  0.001239  5222.099325  -662.517360  -8.463629
100  0.001258  5222.096921  -662.517411  -8.466065
101  0.001276  5222.094531  -662.517462  -8.468488
102  0.001295  5222.092143  -662.517512  -8.470906
103  0.001314  5222.089762  -662.517561  -8.473318
104  0.001333  5222.087391  -662.517610  -8.475719
105  0.001352  5222.085036  -662.517663  -8.478108
106  0.001371  5222.082693  -662.517715  -8.480483
107  0.001390  5222.080359  -662.517767  -8.482851
108  0.001409  5222.078033  -662.517819  -8.485210
109  0.001429  5222.075724  -662.517873  -8.487552
110  0.001448  5222.073422  -662.517926  -8.489889
111  0.001467  5222.071131  -662.517981  -8.492216
112  0.001486  5222.068856  -662.518037  -8.494528
113  0.001506  5222.066589  -662.518092  -8.496830
